0.0199999,-99.9542
0.0399996,-99.9083
0.0599992,-99.8625
0.0799986,-99.8167
0.0999977,-99.7709
0.119997,-99.725
0.139996,-99.6792
0.159994,-99.6334
0.179993,-99.5876
0.199991,-99.5417
0.219989,-99.4959
0.239987,-99.4501
0.259985,-99.4043
0.279982,-99.3584
0.29998,-99.3126
0.319977,-99.2668
0.339974,-99.221
0.359971,-99.1751
0.379967,-99.1293
0.399964,-99.0835
0.41996,-99.0376
0.439956,-98.9918
0.459952,-98.946
0.479948,-98.9002
0.499943,-98.8543
0.519939,-98.8085
0.539934,-98.7627
0.559929,-98.7168
0.579923,-98.671
0.599918,-98.6252
0.619912,-98.5794
0.639907,-98.5335
0.659901,-98.4877
0.679894,-98.4419
0.699888,-98.396
0.719882,-98.3502
0.739875,-98.3044
0.759868,-98.2586
0.779861,-98.2127
0.799854,-98.1669
0.819846,-98.1211
0.839838,-98.0752
0.859831,-98.0294
0.879822,-97.9836
0.899814,-97.9378
0.919806,-97.8919
0.939797,-97.8461
0.959788,-97.8003
0.979779,-97.7544
0.99977,-97.7086
1.01976,-97.6628
1.03975,-97.617
1.05974,-97.5711
1.07973,-97.5253
1.09972,-97.4795
1.11971,-97.4336
1.1397,-97.3878
1.15969,-97.342
1.17968,-97.2961
1.19967,-97.2503
1.21966,-97.2045
1.23964,-97.1586
1.25963,-97.1128
1.27962,-97.067
1.29961,-97.0212
1.3196,-96.9753
1.33958,-96.9295
1.35957,-96.8837
1.37956,-96.8378
1.39955,-96.792
1.41953,-96.7462
1.43952,-96.7003
1.4595,-96.6545
1.47949,-96.6087
1.49948,-96.5628
1.51946,-96.517
1.53945,-96.4712
1.55943,-96.4253
1.57942,-96.3795
1.5994,-96.3337
1.61939,-96.2878
1.63937,-96.242
1.65936,-96.1962
1.67934,-96.1503
1.69932,-96.1045
1.71931,-96.0587
1.73929,-96.0128
1.75928,-95.967
1.77926,-95.9212
1.79924,-95.8754
1.81922,-95.8295
1.83921,-95.7837
1.85919,-95.7378
1.87917,-95.692
1.89915,-95.6462
1.91913,-95.6003
1.93912,-95.5545
1.9591,-95.5087
1.97908,-95.4628
1.99906,-95.417
2.01904,-95.3712
2.03902,-95.3253
2.059,-95.2795
2.07898,-95.2337
2.09896,-95.1878
2.11894,-95.142
2.13892,-95.0962
2.1589,-95.0503
2.17888,-95.0045
2.19886,-94.9587
2.21883,-94.9128
2.23881,-94.867
2.25879,-94.8212
2.27877,-94.7753
2.29875,-94.7295
2.31872,-94.6837
2.3387,-94.6378
2.35868,-94.592
2.37866,-94.5461
2.39863,-94.5003
2.41861,-94.4545
2.43858,-94.4086
2.45856,-94.3628
2.47854,-94.317
2.49851,-94.2711
2.51849,-94.2253
2.53846,-94.1795
2.55844,-94.1336
2.57841,-94.0878
2.59839,-94.0419
2.61836,-93.9961
2.63833,-93.9503
2.65831,-93.9044
2.67828,-93.8586
2.69826,-93.8128
2.71823,-93.7669
2.7382,-93.7211
2.75817,-93.6752
2.77815,-93.6294
2.79812,-93.5836
2.81809,-93.5377
2.83806,-93.4919
2.85804,-93.4461
2.87801,-93.4002
2.89798,-93.3544
2.91795,-93.3085
2.93792,-93.2627
2.95789,-93.2169
2.97786,-93.171
2.99783,-93.1252
3.0178,-93.0793
3.03777,-93.0335
3.05774,-92.9877
3.07771,-92.9418
3.09768,-92.896
3.11765,-92.8502
3.13762,-92.8043
3.15758,-92.7585
3.17755,-92.7126
3.19752,-92.6668
3.21749,-92.621
3.23746,-92.5751
3.25742,-92.5293
3.27739,-92.4834
3.29736,-92.4376
3.31732,-92.3918
3.33729,-92.3459
3.35726,-92.3001
3.37722,-92.2542
3.39719,-92.2084
3.41715,-92.1625
3.43712,-92.1167
3.45708,-92.0709
3.47705,-92.025
3.49701,-91.9792
3.51698,-91.9333
3.53694,-91.8875
3.5569,-91.8417
3.57687,-91.7958
3.59683,-91.75
3.61679,-91.7041
3.63676,-91.6583
3.65672,-91.6125
3.67668,-91.5666
3.69664,-91.5208
3.71661,-91.4749
3.73657,-91.4291
3.75653,-91.3832
3.77649,-91.3374
3.79645,-91.2916
3.81641,-91.2457
3.83637,-91.1999
3.85633,-91.154
3.87629,-91.1082
3.89625,-91.0623
3.91621,-91.0165
3.93617,-90.9707
3.95613,-90.9248
3.97609,-90.879
3.99605,-90.8331
4.01601,-90.7873
4.03597,-90.7414
4.05592,-90.6956
4.07588,-90.6497
4.09584,-90.6039
4.1158,-90.5581
4.13575,-90.5122
4.15571,-90.4664
4.17567,-90.4205
4.19562,-90.3747
4.21558,-90.3288
4.23553,-90.283
4.25549,-90.2371
4.27545,-90.1913
4.2954,-90.1454
4.31536,-90.0996
4.33531,-90.0538
4.35526,-90.0079
4.37522,-89.9621
4.39517,-89.9162
4.41513,-89.8704
4.43508,-89.8245
4.45503,-89.7787
4.47498,-89.7328
4.49494,-89.687
4.51489,-89.6411
4.53484,-89.5953
4.55479,-89.5494
4.57475,-89.5036
