71915.3,4.84814e-005,4.8414e-005
57446.8,4.84814e-005,7.2621e-005
47345.5,4.84814e-005,9.6828e-005
40301.4,4.84814e-005,0.000121035
35234.9,4.84814e-005,0.000145242
31421,4.84814e-005,0.000169449
28535.6,4.84814e-005,0.000193656
26264.9,4.84814e-005,0.000217863
24438.3,4.84814e-005,0.00024207
22941.7,4.84814e-005,0.000266277
21695.9,4.84814e-005,0.000290484
20644.6,4.84814e-005,0.000314691
19746.8,4.84814e-005,0.000338898
18972.2,4.84814e-005,0.000363105
18297.6,4.84814e-005,0.000387312
17705.3,4.84814e-005,0.000411519
17181.3,4.84814e-005,0.000435726
16714.7,4.84814e-005,0.000459933
16296.7,4.84814e-005,0.00048414
15920.1,4.84814e-005,0.000508347
58552.8,7.27221e-005,4.8414e-005
50774.3,7.27221e-005,7.2621e-005
44039.2,7.27221e-005,9.6828e-005
38663.9,7.27221e-005,0.000121035
34452.7,7.27221e-005,0.000145242
31095.8,7.27221e-005,0.000169449
28459.4,7.27221e-005,0.000193656
26327.1,7.27221e-005,0.000217863
24577.2,7.27221e-005,0.00024207
23121.6,7.27221e-005,0.000266277
21895.7,7.27221e-005,0.000290484
20851.7,7.27221e-005,0.000314691
19953.7,7.27221e-005,0.000338898
19174.3,7.27221e-005,0.000363105
18492.3,7.27221e-005,0.000387312
17891,7.27221e-005,0.000411519
17357.5,7.27221e-005,0.000435726
16881,7.27221e-005,0.000459933
16453.2,7.27221e-005,0.00048414
16067.1,7.27221e-005,0.000508347
49068,9.69628e-005,4.8414e-005
44783.9,9.69628e-005,7.2621e-005
40436.2,9.69628e-005,9.6828e-005
36533.1,9.69628e-005,0.000121035
33160.9,9.69628e-005,0.000145242
30385.5,9.69628e-005,0.000169449
28074.7,9.69628e-005,0.000193656
26144.3,9.69628e-005,0.000217863
24520.9,9.69628e-005,0.00024207
23144.8,9.69628e-005,0.000266277
21968.6,9.69628e-005,0.000290484
20955.1,9.69628e-005,0.000314691
20075,9.69628e-005,0.000338898
19305.1,9.69628e-005,0.000363105
18627.1,9.69628e-005,0.000387312
18026.2,9.69628e-005,0.000411519
17490.5,9.69628e-005,0.000435726
17010.3,9.69628e-005,0.000459933
16577.8,9.69628e-005,0.00048414
16186.4,9.69628e-005,0.000508347
42370.7,0.000121203,4.8414e-005
39897.3,0.000121203,7.2621e-005
37076.9,0.000121203,9.6828e-005
34246,0.000121203,0.000121035
31694.6,0.000121203,0.000145242
29435.8,0.000121203,0.000169449
27470.1,0.000121203,0.000193656
25770.9,0.000121203,0.000217863
24303.3,0.000121203,0.00024207
23032.8,0.000121203,0.000266277
21928.3,0.000121203,0.000290484
20963.5,0.000121203,0.000314691
20116.2,0.000121203,0.000338898
19368.2,0.000121203,0.000363105
18704.2,0.000121203,0.000387312
18111.9,0.000121203,0.000411519
17581,0.000121203,0.000435726
17102.9,0.000121203,0.000459933
16670.5,0.000121203,0.00048414
16277.8,0.000121203,0.000508347
37498.5,0.000145444,4.8414e-005
36005,0.000145444,7.2621e-005
34093.9,0.000145444,9.6828e-005
32112.2,0.000145444,0.000121035
30174.1,0.000145444,0.000145242
28367.3,0.000145444,0.000169449
26728,0.000145444,0.000193656
25262.5,0.000145444,0.000217863
23961.9,0.000145444,0.00024207
22810.9,0.000145444,0.000266277
21792.1,0.000145444,0.000290484
20888.8,0.000145444,0.000314691
20085.6,0.000145444,0.000338898
19369.1,0.000145444,0.000363105
18727.6,0.000145444,0.000387312
18151.1,0.000145444,0.000411519
17631,0.000145444,0.000435726
17160.1,0.000145444,0.000459933
16732.1,0.000145444,0.00048414
16341.9,0.000145444,0.000508347
33786.8,0.000169685,4.8414e-005
32853.6,0.000169685,7.2621e-005
31595,0.000169685,9.6828e-005
30169.5,0.000169685,0.000121035
28699.5,0.000169685,0.000145242
27265.9,0.000169685,0.000169449
25915,0.000169685,0.000193656
24668.4,0.000169685,0.000217863
23532.6,0.000169685,0.00024207
22504.9,0.000169685,0.000266277
21578.5,0.000169685,0.000290484
20744.2,0.000169685,0.000314691
19992.8,0.000169685,0.000338898
19315,0.000169685,0.000363105
18702.3,0.000169685,0.000387312
18147.3,0.000169685,0.000411519
17643,0.000169685,0.000435726
17183.7,0.000169685,0.000459933
16764.1,0.000169685,0.00048414
16379.7,0.000169685,0.000508347
30948.6,0.000193926,4.8414e-005
30348.2,0.000193926,7.2621e-005
29478.9,0.000193926,9.6828e-005
28440.9,0.000193926,0.000121035
27321.4,0.000193926,0.000145242
26186.2,0.000193926,0.000169449
25079.6,0.000193926,0.000193656
24028.3,0.000193926,0.000217863
